{'Coin': 'ETH', 'Profit': 1.0090921527173238, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.2022, 'bid': 159.3578}, 'Bid': {'ask': 160.82, 'bid': 160.82}}
{'Coin': 'LTC', 'Profit': 1.0082198774676652, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.40375, 'bid': 72.84625}, 'Bid': {'ask': 73.45, 'bid': 73.45}}
{'Coin': 'ETC', 'Profit': 1.0081788845171533, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.633595, 'bid': 5.7474050000000005}, 'Bid': {'ask': 5.7948, 'bid': 5.7948}}
{'Coin': 'ZEC', 'Profit': 1.0067073981712387, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.56345, 'bid': 59.74655}, 'Bid': {'ask': 60.15, 'bid': 60.15}}
{'Coin': 'ZRX', 'Profit': 1.000674990905784, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26927455499999997, 'bid': 0.274714445}, 'Bid': {'ask': 0.2749, 'bid': 0.2749}}
{'Coin': 'ETH', 'Profit': 1.003676497866815, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.94459999999998, 'bid': 161.1354}, 'Bid': {'ask': 161.73, 'bid': 161.73}}
{'Coin': 'XRP', 'Profit': 1.0066094235987029, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2942775, 'bid': 0.3002225}, 'Bid': {'ask': 0.30222, 'bid': 0.30222}}
{'Coin': 'BTC', 'Profit': 1.006001335040534, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5349.45015, 'bid': 5457.51985}, 'Bid': {'ask': 5490.47, 'bid': 5490.47}}
{'Coin': 'LTC', 'Profit': 1.0087699115044249, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.36415, 'bid': 72.80584999999999}, 'Bid': {'ask': 73.45, 'bid': 73.45}}
{'Coin': 'ETC', 'Profit': 1.0071977365934695, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.6236950000000006, 'bid': 5.737305}, 'Bid': {'ask': 5.7789, 'bid': 5.7789}}
{'Coin': 'ZEC', 'Profit': 1.0059624022625189, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.568400000000004, 'bid': 59.751599999999996}, 'Bid': {'ask': 60.11, 'bid': 60.11}}
{'Coin': 'ZRX', 'Profit': 1.0058517460894871, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.267879645, 'bid': 0.27329135499999996}, 'Bid': {'ask': 0.2749, 'bid': 0.2749}}
{'Coin': 'ETH', 'Profit': 1.0076647370365808, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.31595, 'bid': 161.1354}, 'Bid': {'ask': 162.38, 'bid': 162.38}}
{'Coin': 'XRP', 'Profit': 1.008044665012407, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2938815, 'bid': 0.2998185}, 'Bid': {'ask': 0.30225, 'bid': 0.30225}}
{'Coin': 'BTC', 'Profit': 1.0090706723932896, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5340.01545, 'bid': 5449.5761999999995}, 'Bid': {'ask': 5499.46, 'bid': 5499.46}}
{'Coin': 'LTC', 'Profit': 1.0110559554529404, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.52255000000001, 'bid': 72.81595}, 'Bid': {'ask': 73.63, 'bid': 73.63}}
{'Coin': 'ETC', 'Profit': 1.0116968001519626, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.617755, 'bid': 5.723165}, 'Bid': {'ask': 5.7909, 'bid': 5.7909}}
{'Coin': 'ZEC', 'Profit': 1.0068361393565595, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.400099999999995, 'bid': 59.5799}, 'Bid': {'ask': 59.99, 'bid': 59.99}}
{'Coin': 'ZRX', 'Profit': 1.0085850998185117, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.267726195, 'bid': 0.27313480500000004}, 'Bid': {'ask': 0.2755, 'bid': 0.2755}}
{'Coin': 'ETH', 'Profit': 1.0014382811409723, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'ShapeShift', 'Ask_Spread': {'ask': 157.7565, 'bid': 160.49405000000002}, 'Bid': {'ask': 160.72521805, 'bid': 164.41554384551517}}
{'Coin': 'BTC', 'Profit': 1.0004059410964232, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'ShapeShift', 'Ask_Spread': {'ask': 5339.32245, 'bid': 5447.89455}, 'Bid': {'ask': 5450.1069724, 'bid': 5561.116672227783}}
{'Coin': 'ETH', 'Profit': 1.0111272335181762, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.7565, 'bid': 160.49405000000002}, 'Bid': {'ask': 162.3, 'bid': 162.3}}
{'Coin': 'XRP', 'Profit': 1.00942115174943, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.294228, 'bid': 0.2998185}, 'Bid': {'ask': 0.30267, 'bid': 0.30267}}
{'Coin': 'BTC', 'Profit': 1.0090304845439961, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5339.32245, 'bid': 5447.89455}, 'Bid': {'ask': 5497.54, 'bid': 5497.54}}
{'Coin': 'LTC', 'Profit': 1.0089022730366135, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.37405, 'bid': 72.81595}, 'Bid': {'ask': 73.47, 'bid': 73.47}}
{'Coin': 'ETC', 'Profit': 1.008034154021835, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.6197349999999995, 'bid': 5.733265}, 'Bid': {'ask': 5.7797, 'bid': 5.7797}}
{'Coin': 'ZEC', 'Profit': 1.0066844652094111, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.35060000000001, 'bid': 59.529399999999995}, 'Bid': {'ask': 59.93, 'bid': 59.93}}
{'Coin': 'ZRX', 'Profit': 1.0060596615720523, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.267726195, 'bid': 0.27313480500000004}, 'Bid': {'ask': 0.2748, 'bid': 0.2748}}
{'Coin': 'ETH', 'Profit': 1.0105526865855157, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.66245, 'bid': 160.9435}, 'Bid': {'ask': 162.66, 'bid': 162.66}}
{'Coin': 'XRP', 'Profit': 1.0087975184794087, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.294426, 'bid': 0.300374}, 'Bid': {'ask': 0.30304, 'bid': 0.30304}}
{'Coin': 'BTC', 'Profit': 1.0111574432937287, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5344.985250000001, 'bid': 5447.187550000001}, 'Bid': {'ask': 5508.65, 'bid': 5508.65}}
{'Coin': 'LTC', 'Profit': 1.008574239956569, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.60175, 'bid': 73.04825000000001}, 'Bid': {'ask': 73.68, 'bid': 73.68}}
{'Coin': 'ETC', 'Profit': 1.009324714382011, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.61825, 'bid': 5.73175}, 'Bid': {'ask': 5.7857, 'bid': 5.7857}}
{'Coin': 'ZEC', 'Profit': 1.0072599199733243, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.365449999999996, 'bid': 59.54455}, 'Bid': {'ask': 59.98, 'bid': 59.98}}
{'Coin': 'ZRX', 'Profit': 1.0075152363636366, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26752869, 'bid': 0.27293331}, 'Bid': {'ask': 0.275, 'bid': 0.275}}
{'Coin': 'ETH', 'Profit': 1.008641565153193, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.94459999999998, 'bid': 161.1354}, 'Bid': {'ask': 162.54, 'bid': 162.54}}
{'Coin': 'XRP', 'Profit': 1.0102153196821313, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.294228, 'bid': 0.30017200000000005}, 'Bid': {'ask': 0.30327, 'bid': 0.30327}}
{'Coin': 'BTC', 'Profit': 1.0105239318256072, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5343.47055, 'bid': 5451.419449999999}, 'Bid': {'ask': 5509.4, 'bid': 5509.4}}
{'Coin': 'LTC', 'Profit': 1.0110644637053088, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.577, 'bid': 73.023}, 'Bid': {'ask': 73.84, 'bid': 73.84}}
{'Coin': 'ETC', 'Profit': 1.0090213406198119, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.616765, 'bid': 5.7302349999999995}, 'Bid': {'ask': 5.7824, 'bid': 5.7824}}
{'Coin': 'ZEC', 'Profit': 1.0094069206454832, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.365449999999996, 'bid': 59.54455}, 'Bid': {'ask': 60.11, 'bid': 60.11}}
{'Coin': 'ZRX', 'Profit': 1.0071766085059979, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26771728499999997, 'bid': 0.273125715}, 'Bid': {'ask': 0.2751, 'bid': 0.2751}}
{'Coin': 'ETH', 'Profit': 1.010749169639562, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.6476, 'bid': 160.8324}, 'Bid': {'ask': 162.58, 'bid': 162.58}}
{'Coin': 'XRP', 'Profit': 1.010094694470107, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2940795, 'bid': 0.30002049999999997}, 'Bid': {'ask': 0.30308, 'bid': 0.30308}}
{'Coin': 'BTC', 'Profit': 1.009943094703493, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5342.10435, 'bid': 5450.02565}, 'Bid': {'ask': 5504.76, 'bid': 5504.76}}
{'Coin': 'LTC', 'Profit': 1.0102218614718614, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.7156, 'bid': 73.1644}, 'Bid': {'ask': 73.92, 'bid': 73.92}}
{'Coin': 'ETC', 'Profit': 1.0092203055862832, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.6187450000000005, 'bid': 5.732255}, 'Bid': {'ask': 5.7856, 'bid': 5.7856}}
{'Coin': 'ZEC', 'Profit': 1.0085667942106138, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.414950000000005, 'bid': 59.59505}, 'Bid': {'ask': 60.11, 'bid': 60.11}}
{'Coin': 'ZRX', 'Profit': 1.0082885942608062, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26761185000000004, 'bid': 0.27301815}, 'Bid': {'ask': 0.2753, 'bid': 0.2753}}
{'Coin': 'ETH', 'Profit': 1.0088534992607194, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.69709999999998, 'bid': 160.8829}, 'Bid': {'ask': 162.32, 'bid': 162.32}}
{'Coin': 'XRP', 'Profit': 1.009646950031375, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.293931, 'bid': 0.299869}, 'Bid': {'ask': 0.30279, 'bid': 0.30279}}
{'Coin': 'BTC', 'Profit': 1.0093114019541014, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5342.10435, 'bid': 5450.02565}, 'Bid': {'ask': 5501.25, 'bid': 5501.25}}
{'Coin': 'LTC', 'Profit': 1.0091572957593822, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.68589999999999, 'bid': 73.1341}, 'Bid': {'ask': 73.81, 'bid': 73.81}}
{'Coin': 'ETC', 'Profit': 1.0086584944751382, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.62518, 'bid': 5.7418499999999995}, 'Bid': {'ask': 5.792, 'bid': 5.792}}
{'Coin': 'ZEC', 'Profit': 1.0093229080019963, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.370400000000004, 'bid': 59.5496}, 'Bid': {'ask': 60.11, 'bid': 60.11}}
{'Coin': 'ZRX', 'Profit': 1.0070527120495085, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26736138000000004, 'bid': 0.27276262}, 'Bid': {'ask': 0.2747, 'bid': 0.2747}}
{'Coin': 'ETH', 'Profit': 1.0087672078523366, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.3902, 'bid': 160.5698}, 'Bid': {'ask': 161.99, 'bid': 161.99}}
{'Coin': 'XRP', 'Profit': 1.010353485298976, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29363399999999995, 'bid': 0.299566}, 'Bid': {'ask': 0.3027, 'bid': 0.3027}}
{'Coin': 'BTC', 'Profit': 1.0105674803961318, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5334.303150000001, 'bid': 5442.06685}, 'Bid': {'ask': 5500.19, 'bid': 5500.19}}
{'Coin': 'LTC', 'Profit': 1.0104054237288136, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.5374, 'bid': 72.9826}, 'Bid': {'ask': 73.75, 'bid': 73.75}}
{'Coin': 'ETC', 'Profit': 1.0094583153347731, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.6192400000000005, 'bid': 5.73276}, 'Bid': {'ask': 5.7875, 'bid': 5.7875}}
{'Coin': 'ZEC', 'Profit': 1.011143047017777, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.34069999999999, 'bid': 59.5193}, 'Bid': {'ask': 60.19, 'bid': 60.19}}
{'Coin': 'ZRX', 'Profit': 1.0068627365356622, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26750988, 'bid': 0.27291412000000004}, 'Bid': {'ask': 0.2748, 'bid': 0.2748}}
{'Coin': 'ETH', 'Profit': 1.0098014642015138, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.43980000000002, 'bid': 159.6002}, 'Bid': {'ask': 161.18, 'bid': 161.18}}
{'Coin': 'XRP', 'Profit': 1.010471844724399, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.293337, 'bid': 0.299263}, 'Bid': {'ask': 0.30243, 'bid': 0.30243}}
{'Coin': 'BTC', 'Profit': 1.0101600575692848, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5318.93835, 'bid': 5426.39165}, 'Bid': {'ask': 5482.09, 'bid': 5482.09}}
{'Coin': 'LTC', 'Profit': 1.0089228777762638, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.29485, 'bid': 72.73515}, 'Bid': {'ask': 73.39, 'bid': 73.39}}
{'Coin': 'ETC', 'Profit': 1.007449702809018, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.6142900000000004, 'bid': 5.72771}, 'Bid': {'ask': 5.7707, 'bid': 5.7707}}
{'Coin': 'ZEC', 'Profit': 1.0099908134290962, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.09815000000001, 'bid': 59.27185}, 'Bid': {'ask': 59.87, 'bid': 59.87}}
{'Coin': 'ZRX', 'Profit': 1.0082087099125363, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26675846999999997, 'bid': 0.27214753}, 'Bid': {'ask': 0.2744, 'bid': 0.2744}}
{'Coin': 'ETH', 'Profit': 1.0093712370430141, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.43980000000002, 'bid': 159.6002}, 'Bid': {'ask': 161.11, 'bid': 161.11}}
{'Coin': 'XRP', 'Profit': 1.009905426407857, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2934855, 'bid': 0.2994145}, 'Bid': {'ask': 0.30241, 'bid': 0.30241}}
{'Coin': 'BTC', 'Profit': 1.0107655792353412, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5320.0867499999995, 'bid': 5427.56325}, 'Bid': {'ask': 5486.63, 'bid': 5486.63}}
{'Coin': 'LTC', 'Profit': 1.0095949625595642, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.30475, 'bid': 72.74525000000001}, 'Bid': {'ask': 73.45, 'bid': 73.45}}
{'Coin': 'ETC', 'Profit': 1.0095861830144577, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.606865, 'bid': 5.720135}, 'Bid': {'ask': 5.7755, 'bid': 5.7755}}
{'Coin': 'ZEC', 'Profit': 1.010543514504835, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.172399999999996, 'bid': 59.3476}, 'Bid': {'ask': 59.98, 'bid': 59.98}}
{'Coin': 'ZRX', 'Profit': 1.0083069398907105, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.266829255, 'bid': 0.272219745}, 'Bid': {'ask': 0.2745, 'bid': 0.2745}}
{'Coin': 'ETH', 'Profit': 1.0135727109515262, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.1824, 'bid': 159.33759999999998}, 'Bid': {'ask': 161.53, 'bid': 161.53}}
{'Coin': 'XRP', 'Profit': 1.0119057837052687, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2933865, 'bid': 0.2993135}, 'Bid': {'ask': 0.30292, 'bid': 0.30292}}
{'Coin': 'BTC', 'Profit': 1.0131380570303101, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5323.878449999999, 'bid': 5431.43155}, 'Bid': {'ask': 5503.74, 'bid': 5503.74}}
{'Coin': 'LTC', 'Profit': 1.0111331521739129, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.3394, 'bid': 72.7806}, 'Bid': {'ask': 73.6, 'bid': 73.6}}
{'Coin': 'ETC', 'Profit': 1.0115456912756309, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.61825, 'bid': 5.73175}, 'Bid': {'ask': 5.7987, 'bid': 5.7987}}
{'Coin': 'ZEC', 'Profit': 1.0112297252565376, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.55849999999999, 'bid': 59.7415}, 'Bid': {'ask': 60.42, 'bid': 60.42}}
{'Coin': 'ZRX', 'Profit': 1.0103768697555637, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26588429999999996, 'bid': 0.2712557}, 'Bid': {'ask': 0.2741, 'bid': 0.2741}}
{'Coin': 'ETH', 'Profit': 1.0136402833384661, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.96450000000002, 'bid': 160.1355}, 'Bid': {'ask': 162.35, 'bid': 162.35}}
{'Coin': 'XRP', 'Profit': 1.012126503047274, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.293931, 'bid': 0.299869}, 'Bid': {'ask': 0.30355, 'bid': 0.30355}}
{'Coin': 'BTC', 'Profit': 1.0123693327362941, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5340.000599999999, 'bid': 5447.8794}, 'Bid': {'ask': 5516.11, 'bid': 5516.11}}
{'Coin': 'LTC', 'Profit': 1.012117288135593, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.41365, 'bid': 72.85635}, 'Bid': {'ask': 73.75, 'bid': 73.75}}
{'Coin': 'ETC', 'Profit': 1.0103194442050096, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.62716, 'bid': 5.74084}, 'Bid': {'ask': 5.8007, 'bid': 5.8007}}
{'Coin': 'ZEC', 'Profit': 1.0106037330690454, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.711949999999995, 'bid': 59.89805}, 'Bid': {'ask': 60.54, 'bid': 60.54}}
{'Coin': 'ZRX', 'Profit': 1.00974408445577, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2666367, 'bid': 0.2720233}, 'Bid': {'ask': 0.2747, 'bid': 0.2747}}
{'Coin': 'ETH', 'Profit': 1.0104818198654237, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.11795, 'bid': 160.29205000000002}, 'Bid': {'ask': 161.99, 'bid': 161.99}}
{'Coin': 'XRP', 'Profit': 1.0113809476703928, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2938815, 'bid': 0.2998185}, 'Bid': {'ask': 0.30327, 'bid': 0.30327}}
{'Coin': 'BTC', 'Profit': 1.0111401148530021, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5338.69875, 'bid': 5446.55125}, 'Bid': {'ask': 5507.91, 'bid': 5507.91}}
{'Coin': 'LTC', 'Profit': 1.0142854240043349, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.32455, 'bid': 72.76545}, 'Bid': {'ask': 73.82, 'bid': 73.82}}
{'Coin': 'ETC', 'Profit': 1.0112058423327994, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.62716, 'bid': 5.74084}, 'Bid': {'ask': 5.8059, 'bid': 5.8059}}
{'Coin': 'ZEC', 'Profit': 1.0094102054340623, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.60800000000001, 'bid': 59.792}, 'Bid': {'ask': 60.36, 'bid': 60.36}}
{'Coin': 'ZRX', 'Profit': 1.0124894555353903, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.26667184499999996, 'bid': 0.272059155}, 'Bid': {'ask': 0.2755, 'bid': 0.2755}}
{'Coin': 'ETH', 'Profit': 1.010359634500216, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 157.11795, 'bid': 160.29205000000002}, 'Bid': {'ask': 161.97, 'bid': 161.97}}
{'Coin': 'XRP', 'Profit': 1.0121228590250329, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2939805, 'bid': 0.2999195}, 'Bid': {'ask': 0.3036, 'bid': 0.3036}}
{'Coin': 'BTC', 'Profit': 1.0131352591724283, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5347.34145, 'bid': 5455.368549999999}, 'Bid': {'ask': 5527.98, 'bid': 5527.98}}
{'Coin': 'LTC', 'Profit': 1.0128024874949304, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 71.577, 'bid': 73.023}, 'Bid': {'ask': 73.97, 'bid': 73.97}}
{'Coin': 'ETC', 'Profit': 1.01147641184573, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.627655, 'bid': 5.741345}, 'Bid': {'ask': 5.808, 'bid': 5.808}}
{'Coin': 'ZEC', 'Profit': 1.0080715705765406, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 58.6872, 'bid': 59.872800000000005}, 'Bid': {'ask': 60.36, 'bid': 60.36}}
{'Coin': 'ZRX', 'Profit': 1.0110370774263904, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.2666763, 'bid': 0.2720637}, 'Bid': {'ask': 0.2751, 'bid': 0.2751}}
{'Coin': 'ETH', 'Profit': 1.0140609590729783, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.79125, 'bid': 159.95875}, 'Bid': {'ask': 162.24, 'bid': 162.24}}
{'Coin': 'XRP', 'Profit': 1.011949302998422, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.29457449999999996, 'bid': 0.3005255}, 'Bid': {'ask': 0.30416, 'bid': 0.30416}}
{'Coin': 'BTC', 'Profit': 1.0125293706192593, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5355.23175, 'bid': 5463.41825}, 'Bid': {'ask': 5532.74, 'bid': 5532.74}}
